id,ts,team,avg_acs
843,2025-10-07 23:50:54.912624+05:00,FNATIC,232.72
844,2025-10-07 23:50:54.913034+05:00,DRX,284.14
845,2025-10-07 23:50:54.913440+05:00,Team Heretics,193.44
846,2025-10-07 23:50:54.913742+05:00,Team Vitality,203.12
847,2025-10-07 23:50:54.914021+05:00,Sentinels,247.23
848,2025-10-07 23:50:54.914301+05:00,Bilibili Gaming,226.09
849,2025-10-07 23:51:04.927137+05:00,TALON,278.82
850,2025-10-07 23:51:04.927740+05:00,LEVIATÁN,267.36
851,2025-10-07 23:51:04.928092+05:00,Gen.G,284.85
852,2025-10-07 23:51:04.928405+05:00,FUT Esports,295.81
853,2025-10-07 23:51:04.928720+05:00,EDward Gaming,276.16
854,2025-10-07 23:51:04.929002+05:00,FunPlus Phoenix,151.45
855,2025-10-07 23:51:04.929309+05:00,Trace Esports,274.30
856,2025-10-07 23:51:04.929653+05:00,G2 Esports,245.26
857,2025-10-07 23:51:04.930017+05:00,Paper Rex,297.00
858,2025-10-07 23:51:04.930371+05:00,KRÜ Esports,239.54
859,2025-10-07 23:51:04.930759+05:00,FNATIC,226.49
860,2025-10-07 23:51:04.931041+05:00,DRX,278.87
861,2025-10-07 23:51:04.931327+05:00,Team Heretics,189.62
862,2025-10-07 23:51:04.931673+05:00,Team Vitality,199.89
863,2025-10-07 23:51:04.932059+05:00,Sentinels,240.99
864,2025-10-07 23:51:04.932409+05:00,Bilibili Gaming,228.96
865,2025-10-07 23:51:14.941232+05:00,TALON,276.23
866,2025-10-07 23:51:14.942259+05:00,LEVIATÁN,263.41
867,2025-10-07 23:51:14.942723+05:00,Gen.G,278.96
868,2025-10-07 23:51:14.943024+05:00,FUT Esports,297.58
869,2025-10-07 23:51:14.943330+05:00,EDward Gaming,270.56
870,2025-10-07 23:51:14.943636+05:00,FunPlus Phoenix,145.33
871,2025-10-07 23:51:14.943932+05:00,Trace Esports,266.89
872,2025-10-07 23:51:14.944267+05:00,G2 Esports,243.25
873,2025-10-07 23:51:14.944569+05:00,Paper Rex,299.10
874,2025-10-07 23:51:14.944899+05:00,KRÜ Esports,241.62
875,2025-10-07 23:51:14.945195+05:00,FNATIC,221.60
876,2025-10-07 23:51:14.945484+05:00,DRX,287.78
877,2025-10-07 23:51:14.945783+05:00,Team Heretics,192.27
878,2025-10-07 23:51:14.946082+05:00,Team Vitality,208.29
879,2025-10-07 23:51:14.946371+05:00,Sentinels,244.48
880,2025-10-07 23:51:14.946664+05:00,Bilibili Gaming,221.17
881,2025-10-07 23:51:24.959348+05:00,TALON,276.84
882,2025-10-07 23:51:24.959766+05:00,LEVIATÁN,257.14
883,2025-10-07 23:51:24.959986+05:00,Gen.G,276.74
884,2025-10-07 23:51:24.960201+05:00,FUT Esports,295.52
885,2025-10-07 23:51:24.960418+05:00,EDward Gaming,265.94
886,2025-10-07 23:51:24.960624+05:00,FunPlus Phoenix,154.13
887,2025-10-07 23:51:24.960836+05:00,Trace Esports,274.16
888,2025-10-07 23:51:24.961040+05:00,G2 Esports,246.83
889,2025-10-07 23:51:24.961246+05:00,Paper Rex,301.03
890,2025-10-07 23:51:24.961457+05:00,KRÜ Esports,235.55
891,2025-10-07 23:51:24.961667+05:00,FNATIC,229.34
892,2025-10-07 23:51:24.961875+05:00,DRX,287.26
893,2025-10-07 23:51:24.962080+05:00,Team Heretics,198.88
894,2025-10-07 23:51:24.962286+05:00,Team Vitality,216.75
895,2025-10-07 23:51:24.962490+05:00,Sentinels,247.76
896,2025-10-07 23:51:24.962702+05:00,Bilibili Gaming,229.79
897,2025-10-07 23:51:34.973105+05:00,TALON,281.87
898,2025-10-07 23:51:34.974201+05:00,LEVIATÁN,263.75
899,2025-10-07 23:51:34.974509+05:00,Gen.G,273.44
900,2025-10-07 23:51:34.974832+05:00,FUT Esports,295.88
901,2025-10-07 23:51:34.975133+05:00,EDward Gaming,271.74
902,2025-10-07 23:51:34.975420+05:00,FunPlus Phoenix,155.91
903,2025-10-07 23:51:34.975715+05:00,Trace Esports,266.48
904,2025-10-07 23:51:34.976011+05:00,G2 Esports,241.54
905,2025-10-07 23:51:34.976305+05:00,Paper Rex,306.88
906,2025-10-07 23:51:34.976591+05:00,KRÜ Esports,233.82
907,2025-10-07 23:51:34.976886+05:00,FNATIC,231.71
908,2025-10-07 23:51:34.977190+05:00,DRX,281.70
909,2025-10-07 23:51:34.977497+05:00,Team Heretics,199.22
910,2025-10-07 23:51:34.977790+05:00,Team Vitality,219.13
911,2025-10-07 23:51:34.978083+05:00,Sentinels,252.75
912,2025-10-07 23:51:34.978419+05:00,Bilibili Gaming,223.66
913,2025-10-07 23:51:44.989122+05:00,TALON,274.51
914,2025-10-07 23:51:44.989699+05:00,LEVIATÁN,272.24
915,2025-10-07 23:51:44.989993+05:00,Gen.G,281.89
916,2025-10-07 23:51:44.990262+05:00,FUT Esports,300.11
917,2025-10-07 23:51:44.990483+05:00,EDward Gaming,264.94
918,2025-10-07 23:51:44.990692+05:00,FunPlus Phoenix,148.55
919,2025-10-07 23:51:44.990899+05:00,Trace Esports,271.45
920,2025-10-07 23:51:44.991104+05:00,G2 Esports,233.09
921,2025-10-07 23:51:44.991319+05:00,Paper Rex,304.20
922,2025-10-07 23:51:44.991528+05:00,KRÜ Esports,224.28
923,2025-10-07 23:51:44.991733+05:00,FNATIC,239.19
924,2025-10-07 23:51:44.991938+05:00,DRX,284.91
925,2025-10-07 23:51:44.992143+05:00,Team Heretics,193.15
926,2025-10-07 23:51:44.992350+05:00,Team Vitality,215.73
927,2025-10-07 23:51:44.992559+05:00,Sentinels,253.11
928,2025-10-07 23:51:44.992768+05:00,Bilibili Gaming,226.75
929,2025-10-07 23:51:54.997473+05:00,TALON,266.89
930,2025-10-07 23:51:54.999197+05:00,LEVIATÁN,272.05
931,2025-10-07 23:51:54.999455+05:00,Gen.G,283.44
932,2025-10-07 23:51:54.999722+05:00,FUT Esports,308.15
933,2025-10-07 23:51:55.000002+05:00,EDward Gaming,261.16
934,2025-10-07 23:51:55.000229+05:00,FunPlus Phoenix,143.24
935,2025-10-07 23:51:55.000438+05:00,Trace Esports,274.48
936,2025-10-07 23:51:55.000693+05:00,G2 Esports,238.49
937,2025-10-07 23:51:55.000970+05:00,Paper Rex,307.09
938,2025-10-07 23:51:55.001238+05:00,KRÜ Esports,222.56
939,2025-10-07 23:51:55.001447+05:00,FNATIC,248.92
940,2025-10-07 23:51:55.001669+05:00,DRX,279.27
941,2025-10-07 23:51:55.001917+05:00,Team Heretics,195.16
942,2025-10-07 23:51:55.002142+05:00,Team Vitality,218.34
943,2025-10-07 23:51:55.002373+05:00,Sentinels,258.51
944,2025-10-07 23:51:55.002591+05:00,Bilibili Gaming,217.23
945,2025-10-07 23:52:05.008404+05:00,TALON,264.42
946,2025-10-07 23:52:05.009216+05:00,LEVIATÁN,262.85
947,2025-10-07 23:52:05.009682+05:00,Gen.G,283.33
948,2025-10-07 23:52:05.009996+05:00,FUT Esports,307.22
949,2025-10-07 23:52:05.010297+05:00,EDward Gaming,254.21
950,2025-10-07 23:52:05.010589+05:00,FunPlus Phoenix,136.30
951,2025-10-07 23:52:05.010893+05:00,Trace Esports,272.07
952,2025-10-07 23:52:05.011199+05:00,G2 Esports,237.05
953,2025-10-07 23:52:05.011490+05:00,Paper Rex,314.46
954,2025-10-07 23:52:05.011784+05:00,KRÜ Esports,221.09
955,2025-10-07 23:52:05.012085+05:00,FNATIC,255.58
956,2025-10-07 23:52:05.012392+05:00,DRX,286.71
957,2025-10-07 23:52:05.012687+05:00,Team Heretics,187.99
958,2025-10-07 23:52:05.012974+05:00,Team Vitality,227.72
959,2025-10-07 23:52:05.013274+05:00,Sentinels,264.14
960,2025-10-07 23:52:05.013577+05:00,Bilibili Gaming,216.12
961,2025-10-07 23:52:15.026625+05:00,TALON,260.52
962,2025-10-07 23:52:15.027127+05:00,LEVIATÁN,270.97
963,2025-10-07 23:52:15.027352+05:00,Gen.G,287.08
964,2025-10-07 23:52:15.027567+05:00,FUT Esports,311.70
965,2025-10-07 23:52:15.027778+05:00,EDward Gaming,263.44
966,2025-10-07 23:52:15.028005+05:00,FunPlus Phoenix,132.33
967,2025-10-07 23:52:15.028256+05:00,Trace Esports,271.98
968,2025-10-07 23:52:15.028472+05:00,G2 Esports,245.25
969,2025-10-07 23:52:15.028694+05:00,Paper Rex,316.07
970,2025-10-07 23:52:15.028957+05:00,KRÜ Esports,224.81
971,2025-10-07 23:52:15.029171+05:00,FNATIC,247.24
972,2025-10-07 23:52:15.029383+05:00,DRX,279.20
973,2025-10-07 23:52:15.029597+05:00,Team Heretics,193.53
974,2025-10-07 23:52:15.029833+05:00,Team Vitality,225.55
975,2025-10-07 23:52:15.030062+05:00,Sentinels,260.93
976,2025-10-07 23:52:15.030298+05:00,Bilibili Gaming,213.18
977,2025-10-07 23:52:25.034035+05:00,TALON,266.57
978,2025-10-07 23:52:25.034566+05:00,LEVIATÁN,265.69
979,2025-10-07 23:52:25.035022+05:00,Gen.G,295.26
980,2025-10-07 23:52:25.035393+05:00,FUT Esports,306.83
981,2025-10-07 23:52:25.035790+05:00,EDward Gaming,255.57
982,2025-10-07 23:52:25.036153+05:00,FunPlus Phoenix,141.92
983,2025-10-07 23:52:25.036466+05:00,Trace Esports,278.07
984,2025-10-07 23:52:25.036819+05:00,G2 Esports,250.59
985,2025-10-07 23:52:25.037142+05:00,Paper Rex,322.18
986,2025-10-07 23:52:25.037450+05:00,KRÜ Esports,222.17
987,2025-10-07 23:52:25.037896+05:00,FNATIC,253.08
988,2025-10-07 23:52:25.038290+05:00,DRX,281.04
989,2025-10-07 23:52:25.038583+05:00,Team Heretics,192.25
990,2025-10-07 23:52:25.039133+05:00,Team Vitality,231.29
991,2025-10-07 23:52:25.039442+05:00,Sentinels,270.43
992,2025-10-07 23:52:25.039778+05:00,Bilibili Gaming,211.93
993,2025-10-07 23:52:35.040715+05:00,TALON,259.99
994,2025-10-07 23:52:35.041561+05:00,LEVIATÁN,263.75
995,2025-10-07 23:52:35.041921+05:00,Gen.G,299.90
996,2025-10-07 23:52:35.042246+05:00,FUT Esports,314.57
997,2025-10-07 23:52:35.042606+05:00,EDward Gaming,257.12
998,2025-10-07 23:52:35.042912+05:00,FunPlus Phoenix,141.96
999,2025-10-07 23:52:35.043271+05:00,Trace Esports,273.43
1000,2025-10-07 23:52:35.043616+05:00,G2 Esports,252.70
1001,2025-10-07 23:52:35.043900+05:00,Paper Rex,325.06
1002,2025-10-07 23:52:35.044198+05:00,KRÜ Esports,227.10
1003,2025-10-07 23:52:35.044488+05:00,FNATIC,261.46
1004,2025-10-07 23:52:35.044788+05:00,DRX,272.76
1005,2025-10-07 23:52:35.045117+05:00,Team Heretics,188.20
1006,2025-10-07 23:52:35.045406+05:00,Team Vitality,236.15
1007,2025-10-07 23:52:35.045697+05:00,Sentinels,276.36
1008,2025-10-07 23:52:35.045995+05:00,Bilibili Gaming,206.60
1009,2025-10-07 23:52:45.049595+05:00,TALON,251.08
1010,2025-10-07 23:52:45.050580+05:00,LEVIATÁN,255.96
1011,2025-10-07 23:52:45.051024+05:00,Gen.G,296.32
1012,2025-10-07 23:52:45.051320+05:00,FUT Esports,316.45
1013,2025-10-07 23:52:45.051701+05:00,EDward Gaming,263.46
1014,2025-10-07 23:52:45.052036+05:00,FunPlus Phoenix,137.63
1015,2025-10-07 23:52:45.052336+05:00,Trace Esports,280.83
1016,2025-10-07 23:52:45.052646+05:00,G2 Esports,243.76
1017,2025-10-07 23:52:45.052972+05:00,Paper Rex,322.14
1018,2025-10-07 23:52:45.053275+05:00,KRÜ Esports,235.61
1019,2025-10-07 23:52:45.053558+05:00,FNATIC,261.07
1020,2025-10-07 23:52:45.053844+05:00,DRX,275.86
1021,2025-10-07 23:52:45.054148+05:00,Team Heretics,197.59
1022,2025-10-07 23:52:45.054451+05:00,Team Vitality,240.45
1023,2025-10-07 23:52:45.054736+05:00,Sentinels,277.37
1024,2025-10-07 23:52:45.055023+05:00,Bilibili Gaming,216.42
1025,2025-10-07 23:52:55.070275+05:00,TALON,255.59
1026,2025-10-07 23:52:55.070847+05:00,LEVIATÁN,246.19
1027,2025-10-07 23:52:55.071112+05:00,Gen.G,291.48
1028,2025-10-07 23:52:55.071354+05:00,FUT Esports,324.39
1029,2025-10-07 23:52:55.071577+05:00,EDward Gaming,265.58
1030,2025-10-07 23:52:55.071793+05:00,FunPlus Phoenix,131.15
1031,2025-10-07 23:52:55.072011+05:00,Trace Esports,283.67
1032,2025-10-07 23:52:55.072253+05:00,G2 Esports,248.73
1033,2025-10-07 23:52:55.072522+05:00,Paper Rex,325.33
1034,2025-10-07 23:52:55.072736+05:00,KRÜ Esports,239.53
1035,2025-10-07 23:52:55.072946+05:00,FNATIC,264.22
1036,2025-10-07 23:52:55.073153+05:00,DRX,283.82
1037,2025-10-07 23:52:55.073367+05:00,Team Heretics,197.89
1038,2025-10-07 23:52:55.073606+05:00,Team Vitality,241.60
1039,2025-10-07 23:52:55.073856+05:00,Sentinels,280.38
1040,2025-10-07 23:52:55.074089+05:00,Bilibili Gaming,221.27
1041,2025-10-07 23:53:05.085549+05:00,TALON,245.99
1042,2025-10-07 23:53:05.086074+05:00,LEVIATÁN,239.25
1043,2025-10-07 23:53:05.086346+05:00,Gen.G,288.42
1044,2025-10-07 23:53:05.086632+05:00,FUT Esports,334.04
1045,2025-10-07 23:53:05.086889+05:00,EDward Gaming,260.84
1046,2025-10-07 23:53:05.087101+05:00,FunPlus Phoenix,133.51
1047,2025-10-07 23:53:05.087306+05:00,Trace Esports,279.07
1048,2025-10-07 23:53:05.087526+05:00,G2 Esports,253.21
1049,2025-10-07 23:53:05.087744+05:00,Paper Rex,331.99
1050,2025-10-07 23:53:05.087959+05:00,KRÜ Esports,245.12
1051,2025-10-07 23:53:05.088211+05:00,FNATIC,255.66
1052,2025-10-07 23:53:05.088417+05:00,DRX,277.90
1053,2025-10-07 23:53:05.088625+05:00,Team Heretics,188.72
1054,2025-10-07 23:53:05.088843+05:00,Team Vitality,243.78
1055,2025-10-07 23:53:05.089058+05:00,Sentinels,271.45
1056,2025-10-07 23:53:05.089264+05:00,Bilibili Gaming,225.57
1057,2025-10-07 23:53:15.099542+05:00,TALON,237.71
1058,2025-10-07 23:53:15.100118+05:00,LEVIATÁN,238.29
1059,2025-10-07 23:53:15.100373+05:00,Gen.G,279.74
1060,2025-10-07 23:53:15.100583+05:00,FUT Esports,331.04
1061,2025-10-07 23:53:15.100791+05:00,EDward Gaming,266.05
1062,2025-10-07 23:53:15.101001+05:00,FunPlus Phoenix,129.79
1063,2025-10-07 23:53:15.101207+05:00,Trace Esports,281.08
1064,2025-10-07 23:53:15.101409+05:00,G2 Esports,246.45
1065,2025-10-07 23:53:15.101622+05:00,Paper Rex,339.04
1066,2025-10-07 23:53:15.101844+05:00,KRÜ Esports,249.97
1067,2025-10-07 23:53:15.102157+05:00,FNATIC,247.18
1068,2025-10-07 23:53:15.102431+05:00,DRX,276.01
1069,2025-10-07 23:53:15.102682+05:00,Team Heretics,185.16
1070,2025-10-07 23:53:15.102952+05:00,Team Vitality,238.23
1071,2025-10-07 23:53:15.103220+05:00,Sentinels,262.18
1072,2025-10-07 23:53:15.103436+05:00,Bilibili Gaming,226.45
1073,2025-10-07 23:53:25.110133+05:00,TALON,235.17
1074,2025-10-07 23:53:25.110664+05:00,LEVIATÁN,229.20
1075,2025-10-07 23:53:25.110942+05:00,Gen.G,274.06
1076,2025-10-07 23:53:25.111208+05:00,FUT Esports,334.95
1077,2025-10-07 23:53:25.111454+05:00,EDward Gaming,260.67
1078,2025-10-07 23:53:25.111701+05:00,FunPlus Phoenix,134.29
1079,2025-10-07 23:53:25.111911+05:00,Trace Esports,272.18
1080,2025-10-07 23:53:25.112121+05:00,G2 Esports,250.15
1081,2025-10-07 23:53:25.112328+05:00,Paper Rex,347.93
1082,2025-10-07 23:53:25.112542+05:00,KRÜ Esports,245.95
1083,2025-10-07 23:53:25.112756+05:00,FNATIC,245.88
1084,2025-10-07 23:53:25.112977+05:00,DRX,276.40
1085,2025-10-07 23:53:25.113205+05:00,Team Heretics,178.78
1086,2025-10-07 23:53:25.113428+05:00,Team Vitality,232.96
1087,2025-10-07 23:53:25.113651+05:00,Sentinels,256.87
1088,2025-10-07 23:53:25.113881+05:00,Bilibili Gaming,221.83
1089,2025-10-07 23:53:35.114723+05:00,TALON,238.30
1090,2025-10-07 23:53:35.115286+05:00,LEVIATÁN,225.39
1091,2025-10-07 23:53:35.115521+05:00,Gen.G,280.23
1092,2025-10-07 23:53:35.115788+05:00,FUT Esports,329.93
1093,2025-10-07 23:53:35.116007+05:00,EDward Gaming,251.31
1094,2025-10-07 23:53:35.116224+05:00,FunPlus Phoenix,124.65
1095,2025-10-07 23:53:35.116429+05:00,Trace Esports,268.14
1096,2025-10-07 23:53:35.116633+05:00,G2 Esports,245.95
1097,2025-10-07 23:53:35.116866+05:00,Paper Rex,350.19
1098,2025-10-07 23:53:35.117085+05:00,KRÜ Esports,237.64
1099,2025-10-07 23:53:35.117295+05:00,FNATIC,253.32
1100,2025-10-07 23:53:35.117496+05:00,DRX,282.59
1101,2025-10-07 23:53:35.117700+05:00,Team Heretics,181.59
1102,2025-10-07 23:53:35.117963+05:00,Team Vitality,231.92
1103,2025-10-07 23:53:35.118234+05:00,Sentinels,264.18
1104,2025-10-07 23:53:35.118488+05:00,Bilibili Gaming,227.68
1105,2025-10-07 23:53:45.121620+05:00,TALON,233.54
1106,2025-10-07 23:53:45.122146+05:00,LEVIATÁN,234.27
1107,2025-10-07 23:53:45.122429+05:00,Gen.G,282.56
1108,2025-10-07 23:53:45.122747+05:00,FUT Esports,329.44
1109,2025-10-07 23:53:45.123039+05:00,EDward Gaming,256.10
1110,2025-10-07 23:53:45.123328+05:00,FunPlus Phoenix,122.72
1111,2025-10-07 23:53:45.123624+05:00,Trace Esports,269.47
1112,2025-10-07 23:53:45.123900+05:00,G2 Esports,243.54
1113,2025-10-07 23:53:45.124433+05:00,Paper Rex,346.40
1114,2025-10-07 23:53:45.124762+05:00,KRÜ Esports,227.85
1115,2025-10-07 23:53:45.125093+05:00,FNATIC,244.90
1116,2025-10-07 23:53:45.125415+05:00,DRX,280.68
1117,2025-10-07 23:53:45.125790+05:00,Team Heretics,184.19
1118,2025-10-07 23:53:45.126100+05:00,Team Vitality,237.70
1119,2025-10-07 23:53:45.126368+05:00,Sentinels,268.90
1120,2025-10-07 23:53:45.126645+05:00,Bilibili Gaming,230.97
1121,2025-10-07 23:53:55.133129+05:00,TALON,234.20
1122,2025-10-07 23:53:55.134675+05:00,LEVIATÁN,229.10
1123,2025-10-07 23:53:55.134946+05:00,Gen.G,283.33
1124,2025-10-07 23:53:55.135269+05:00,FUT Esports,319.96
1125,2025-10-07 23:53:55.135522+05:00,EDward Gaming,257.17
1126,2025-10-07 23:53:55.135764+05:00,FunPlus Phoenix,114.13
1127,2025-10-07 23:53:55.136007+05:00,Trace Esports,265.66
1128,2025-10-07 23:53:55.136226+05:00,G2 Esports,235.49
1129,2025-10-07 23:53:55.136450+05:00,Paper Rex,342.85
1130,2025-10-07 23:53:55.136716+05:00,KRÜ Esports,223.86
1131,2025-10-07 23:53:55.136951+05:00,FNATIC,235.66
1132,2025-10-07 23:53:55.137201+05:00,DRX,272.75
1133,2025-10-07 23:53:55.137428+05:00,Team Heretics,187.27
1134,2025-10-07 23:53:55.137705+05:00,Team Vitality,239.65
1135,2025-10-07 23:53:55.137966+05:00,Sentinels,259.92
1136,2025-10-07 23:53:55.138199+05:00,Bilibili Gaming,225.87
1137,2025-10-07 23:54:05.148091+05:00,TALON,239.10
1138,2025-10-07 23:54:05.148532+05:00,LEVIATÁN,228.45
1139,2025-10-07 23:54:05.148791+05:00,Gen.G,275.53
1140,2025-10-07 23:54:05.149043+05:00,FUT Esports,328.46
1141,2025-10-07 23:54:05.150337+05:00,EDward Gaming,248.04
1142,2025-10-07 23:54:05.150580+05:00,FunPlus Phoenix,120.99
1143,2025-10-07 23:54:05.150783+05:00,Trace Esports,274.50
1144,2025-10-07 23:54:05.150984+05:00,G2 Esports,226.76
1145,2025-10-07 23:54:05.151268+05:00,Paper Rex,335.53
1146,2025-10-07 23:54:05.151528+05:00,KRÜ Esports,222.77
1147,2025-10-07 23:54:05.151815+05:00,FNATIC,232.04
1148,2025-10-07 23:54:05.152031+05:00,DRX,267.03
1149,2025-10-07 23:54:05.152245+05:00,Team Heretics,182.90
1150,2025-10-07 23:54:05.152510+05:00,Team Vitality,234.50
1151,2025-10-07 23:54:05.152783+05:00,Sentinels,255.24
1152,2025-10-07 23:54:05.153033+05:00,Bilibili Gaming,225.05
1153,2025-10-07 23:54:15.160024+05:00,TALON,247.93
1154,2025-10-07 23:54:15.160573+05:00,LEVIATÁN,235.75
1155,2025-10-07 23:54:15.160853+05:00,Gen.G,283.87
1156,2025-10-07 23:54:15.161058+05:00,FUT Esports,322.44
1157,2025-10-07 23:54:15.161265+05:00,EDward Gaming,250.11
1158,2025-10-07 23:54:15.161503+05:00,FunPlus Phoenix,113.68
1159,2025-10-07 23:54:15.161741+05:00,Trace Esports,282.43
1160,2025-10-07 23:54:15.161957+05:00,G2 Esports,222.16
1161,2025-10-07 23:54:15.162161+05:00,Paper Rex,330.26
1162,2025-10-07 23:54:15.162362+05:00,KRÜ Esports,229.30
1163,2025-10-07 23:54:15.162622+05:00,FNATIC,225.46
1164,2025-10-07 23:54:15.162874+05:00,DRX,257.61
1165,2025-10-07 23:54:15.163096+05:00,Team Heretics,192.58
1166,2025-10-07 23:54:15.163303+05:00,Team Vitality,236.96
1167,2025-10-07 23:54:15.163512+05:00,Sentinels,264.88
1168,2025-10-07 23:54:15.163759+05:00,Bilibili Gaming,229.48
1169,2025-10-07 23:54:25.167540+05:00,TALON,240.56
1170,2025-10-07 23:54:25.168137+05:00,LEVIATÁN,226.46
1171,2025-10-07 23:54:25.168462+05:00,Gen.G,274.08
1172,2025-10-07 23:54:25.168783+05:00,FUT Esports,312.55
1173,2025-10-07 23:54:25.169106+05:00,EDward Gaming,253.75
1174,2025-10-07 23:54:25.169407+05:00,FunPlus Phoenix,109.45
1175,2025-10-07 23:54:25.169711+05:00,Trace Esports,272.54
1176,2025-10-07 23:54:25.170004+05:00,G2 Esports,213.89
1177,2025-10-07 23:54:25.170285+05:00,Paper Rex,320.72
1178,2025-10-07 23:54:25.170572+05:00,KRÜ Esports,231.39
1179,2025-10-07 23:54:25.170861+05:00,FNATIC,225.65
1180,2025-10-07 23:54:25.171148+05:00,DRX,249.02
1181,2025-10-07 23:54:25.171439+05:00,Team Heretics,191.67
1182,2025-10-07 23:54:25.171753+05:00,Team Vitality,235.94
1183,2025-10-07 23:54:25.172069+05:00,Sentinels,268.99
1184,2025-10-07 23:54:25.172368+05:00,Bilibili Gaming,235.26
1185,2025-10-07 23:54:35.182565+05:00,TALON,232.31
1186,2025-10-07 23:54:35.183272+05:00,LEVIATÁN,233.88
1187,2025-10-07 23:54:35.183604+05:00,Gen.G,273.94
1188,2025-10-07 23:54:35.183928+05:00,FUT Esports,319.87
1189,2025-10-07 23:54:35.184213+05:00,EDward Gaming,250.25
1190,2025-10-07 23:54:35.184511+05:00,FunPlus Phoenix,101.39
1191,2025-10-07 23:54:35.184801+05:00,Trace Esports,265.15
1192,2025-10-07 23:54:35.185089+05:00,G2 Esports,207.35
1193,2025-10-07 23:54:35.185378+05:00,Paper Rex,319.87
1194,2025-10-07 23:54:35.185670+05:00,KRÜ Esports,229.71
1195,2025-10-07 23:54:35.185960+05:00,FNATIC,221.55
1196,2025-10-07 23:54:35.186251+05:00,DRX,245.82
1197,2025-10-07 23:54:35.186546+05:00,Team Heretics,191.98
1198,2025-10-07 23:54:35.186835+05:00,Team Vitality,241.00
1199,2025-10-07 23:54:35.187125+05:00,Sentinels,264.83
1200,2025-10-07 23:54:35.187416+05:00,Bilibili Gaming,234.52
1201,2025-10-07 23:54:45.191805+05:00,TALON,224.38
1202,2025-10-07 23:54:45.192387+05:00,LEVIATÁN,227.96
1203,2025-10-07 23:54:45.192659+05:00,Gen.G,273.34
1204,2025-10-07 23:54:45.192879+05:00,FUT Esports,325.74
1205,2025-10-07 23:54:45.193087+05:00,EDward Gaming,252.14
1206,2025-10-07 23:54:45.193299+05:00,FunPlus Phoenix,99.91
1207,2025-10-07 23:54:45.193524+05:00,Trace Esports,260.72
1208,2025-10-07 23:54:45.193789+05:00,G2 Esports,205.91
1209,2025-10-07 23:54:45.193997+05:00,Paper Rex,324.73
1210,2025-10-07 23:54:45.194204+05:00,KRÜ Esports,237.24
1211,2025-10-07 23:54:45.194420+05:00,FNATIC,217.13
1212,2025-10-07 23:54:45.194636+05:00,DRX,250.14
1213,2025-10-07 23:54:45.194854+05:00,Team Heretics,200.67
1214,2025-10-07 23:54:45.195061+05:00,Team Vitality,240.52
1215,2025-10-07 23:54:45.195267+05:00,Sentinels,264.52
1216,2025-10-07 23:54:45.195472+05:00,Bilibili Gaming,230.94
1217,2025-10-07 23:54:55.209486+05:00,TALON,216.48
1218,2025-10-07 23:54:55.211596+05:00,LEVIATÁN,230.60
1219,2025-10-07 23:54:55.211920+05:00,Gen.G,281.73
1220,2025-10-07 23:54:55.212215+05:00,FUT Esports,326.59
1221,2025-10-07 23:54:55.212538+05:00,EDward Gaming,256.81
1222,2025-10-07 23:54:55.212880+05:00,FunPlus Phoenix,102.44
1223,2025-10-07 23:54:55.213168+05:00,Trace Esports,259.21
1224,2025-10-07 23:54:55.213454+05:00,G2 Esports,212.01
1225,2025-10-07 23:54:55.213760+05:00,Paper Rex,316.48
1226,2025-10-07 23:54:55.214060+05:00,KRÜ Esports,229.17
1227,2025-10-07 23:54:55.214351+05:00,FNATIC,222.46
1228,2025-10-07 23:54:55.214636+05:00,DRX,246.92
1229,2025-10-07 23:54:55.214935+05:00,Team Heretics,204.27
1230,2025-10-07 23:54:55.215234+05:00,Team Vitality,232.87
1231,2025-10-07 23:54:55.215522+05:00,Sentinels,260.76
1232,2025-10-07 23:54:55.215805+05:00,Bilibili Gaming,222.74
1233,2025-10-07 23:55:05.222026+05:00,TALON,222.93
1234,2025-10-07 23:55:05.222802+05:00,LEVIATÁN,229.89
1235,2025-10-07 23:55:05.223177+05:00,Gen.G,274.23
1236,2025-10-07 23:55:05.223772+05:00,FUT Esports,322.45
1237,2025-10-07 23:55:05.224089+05:00,EDward Gaming,264.36
1238,2025-10-07 23:55:05.224413+05:00,FunPlus Phoenix,95.28
1239,2025-10-07 23:55:05.224700+05:00,Trace Esports,253.60
1240,2025-10-07 23:55:05.225046+05:00,G2 Esports,218.83
1241,2025-10-07 23:55:05.225398+05:00,Paper Rex,312.87
1242,2025-10-07 23:55:05.225689+05:00,KRÜ Esports,238.72
1243,2025-10-07 23:55:05.225980+05:00,FNATIC,232.06
1244,2025-10-07 23:55:05.226286+05:00,DRX,238.72
1245,2025-10-07 23:55:05.226584+05:00,Team Heretics,208.49
1246,2025-10-07 23:55:05.226888+05:00,Team Vitality,240.17
1247,2025-10-07 23:55:05.227175+05:00,Sentinels,266.15
1248,2025-10-07 23:55:05.227462+05:00,Bilibili Gaming,229.87
1249,2025-10-07 23:55:15.239104+05:00,TALON,231.97
1250,2025-10-07 23:55:15.241867+05:00,LEVIATÁN,227.25
1251,2025-10-07 23:55:15.242387+05:00,Gen.G,266.42
1252,2025-10-07 23:55:15.242758+05:00,FUT Esports,318.11
1253,2025-10-07 23:55:15.243062+05:00,EDward Gaming,259.83
1254,2025-10-07 23:55:15.243351+05:00,FunPlus Phoenix,97.39
1255,2025-10-07 23:55:15.243638+05:00,Trace Esports,254.84
